property_type,state,lat,lon,area_m2,price_mxn
house,Yucatán,21.039522,-89.563911,223.0,2392607.0
house,Veracruz de Ignacio de la Llave,25.535009,-103.302429,350.0,800000.0
house,Nayarit,20.7053975,-105.2684878,101.0,1250000.0
house,Veracruz de Ignacio de la Llave,25.659972,-103.366303,170.0,940000.0
house,Tamaulipas,22.2722052,-97.8476749,214.0,2450000.0
house,Morelos,18.867191,-99.180214,184.0,1650000.0
house,Querétaro,20.6962084,-100.4506587,120.0,1450000.0
house,Querétaro,,,184.0,1750000.0
apartment,Guerrero,,,145.0,2700000.0
house,Baja California Sur,,,174.0,1550000.0
house,Distrito Federal,19.285162,-99.194185,150.0,2090000.0
house,Estado de México,19.497893,-99.244125,250.0,4450000.0
apartment,Guerrero,23.634501,-102.552788,170.0,3000000.0
house,Veracruz de Ignacio de la Llave,,,122.0,794000.0
house,Puebla,,,190.0,2550000.0
house,Sonora,23.634501,-102.552788,383.0,3500000.0
house,Querétaro,20.389062,-99.957622,95.0,930000.0
apartment,Guerrero,16.828667,-99.858981,137.0,1850000.0
house,Querétaro,20.705742,-100.444016,258.0,4000000.0
apartment,Distrito Federal,19.35782,-99.149406,80.0,1295000.0
house,Morelos,18.864874,-98.925911,121.0,1250000.0
house,Distrito Federal,19.342911,-99.224472,120.0,3267032.0
house,Estado de México,23.634501,-102.552788,228.0,2831000.0
house,Sonora,29.063726,-110.976746,102.0,1100000.0
house,Nuevo León,25.801826,-100.196945,190.0,1990000.0
house,Querétaro,20.5951924,-100.3479663,180.0,2280000.0
house,Puebla,19.059084,-98.286095,165.0,1800000.0
house,Estado de México,23.634501,-102.552788,150.0,672000.0
apartment,Querétaro,20.726007,-100.442642,135.0,2200000.0
house,Yucatán,21.0278699,-89.5880314,240.0,3500000.0
house,Morelos,18.9147310938,-98.9408111572,140.0,2250000.0
house,Yucatán,20.968147,-89.629875,70.0,1500000.0
house,Nuevo León,25.674595,-100.463539,234.0,2150000.0
house,Querétaro,,,140.0,797340.0
house,Yucatán,21.039522,-89.563911,220.0,2250000.0
house,Morelos,18.850763,-98.943855,160.0,1600000.0
house,Querétaro,20.726007,-100.442642,250.0,3700000.0
house,Yucatán,,,200.0,1735000.0
apartment,Puebla,19.056689,-98.237817,120.0,2200000.0
house,Tamaulipas,22.270658,-97.849037,380.0,5000000.0
house,Jalisco,20.748312,-103.429504,96.0,1475000.0
house,Puebla,,,240.0,2700000.0
house,San Luis Potosí,,,237.0,3050000.0
house,Querétaro,20.614635,-100.416756,139.0,1750000.0
house,San Luis Potosí,22.1529880008,-100.9653639793,250.0,2200000.0
house,Yucatán,21.039522,-89.563911,220.0,1790000.0
house,Veracruz de Ignacio de la Llave,,,160.0,900000.0
house,Nuevo León,25.723516,-100.393311,290.0,3444000.0
house,Veracruz de Ignacio de la Llave,19.563767,-96.938694,300.0,4350000.0
apartment,Distrito Federal,19.474885,-99.188231,92.0,1350000.0
house,Morelos,18.8624622,-99.2120335,261.0,4200000.0
house,Estado de México,19.508698,-98.875664,260.0,851000.0
house,Yucatán,20.968791,-89.5857147,228.0,1264000.0
house,Puebla,,,151.0,1764000.0
apartment,Estado de México,19.3735635,-99.2965778,126.0,2700000.0
house,Querétaro,,,180.0,2090000.0
house,Tamaulipas,22.2453265,-97.8431699,131.0,1400000.0
apartment,Distrito Federal,19.303392,-99.243225,80.0,996137.0
apartment,Guerrero,16.794434,-99.830807,256.0,5835416.0
house,Tamaulipas,22.300137,-97.897331,111.0,1200000.0
house,Jalisco,20.749051,-103.66731,300.0,2800000.0
house,Veracruz de Ignacio de la Llave,26.847851,-101.424133,160.0,1273500.0
house,Baja California,23.634501,-102.552788,115.0,810000.0
apartment,Puebla,19.02038,-98.207626,219.0,1925000.0
house,Hidalgo,20.0519991,-98.755252,110.0,850000.0
house,Yucatán,21.0634817,-89.6110378,250.0,2250000.0
house,Distrito Federal,19.399652,-99.16127,235.0,3900000.0
house,Durango,24.043295,-104.636917,350.0,4500000.0
house,Estado de México,,,130.0,1550000.0
house,Veracruz de Ignacio de la Llave,25.551631,-103.432737,236.0,750000.0
house,Querétaro,20.574251,-100.388476,195.0,1200000.0
apartment,Distrito Federal,19.482603,-99.194748,60.0,1500000.0
house,Morelos,18.953268,-99.224525,201.0,1500000.0
apartment,Morelos,18.891611,-99.221756,93.0,940000.0
apartment,San Luis Potosí,22.1441622,-101.0358237,160.0,1699000.0
house,Estado de México,19.2693686,-99.6021262,250.0,5600000.0
house,Distrito Federal,,,261.0,4428050.0
house,Estado de México,,,115.0,1990000.0
house,Yucatán,21.0749983,-89.5195181,242.0,1935800.0
house,Puebla,18.462721,-97.414111,250.0,2750000.0
house,Estado de México,19.595285,-99.050201,120.0,700000.0
house,Sonora,27.934649,-110.94401,134.0,1100000.0
house,Sinaloa,24.7911916858,-107.3835468292,300.0,2750000.0
house,Distrito Federal,19.500286,-99.122093,180.0,2250000.0
house,Yucatán,21.072905,-89.65963,253.0,2100000.0
house,Tlaxcala,19.4171734,-98.1434147,140.0,850000.0
house,Baja California,,,106.0,1278000.0
house,Yucatán,21.008295,-89.591019,250.0,3006000.0
house,Morelos,18.864482,-98.928802,121.0,1250000.0
house,Distrito Federal,19.366935,-99.077541,208.0,1464700.0
house,San Luis Potosí,23.634501,-102.552788,198.0,2100000.0
house,Chiapas,16.757278,-93.134056,255.0,3135831.0
house,Yucatán,,,270.0,2524500.0
house,Nayarit,20.697244,-105.274384,160.0,2950000.0
house,Morelos,,,234.0,4750000.0
house,Puebla,19.02038,-98.207626,330.0,3500000.0
house,Quintana Roo,21.1773896,-86.8179603,290.0,2250000.0
house,Guerrero,16.855229,-99.918871,150.0,1100000.0
house,Tabasco,17.97423,-92.923836,110.0,1050000.0
house,Chihuahua,,,182.0,1840000.0
house,Distrito Federal,19.313719,-99.231792,300.0,1970000.0
house,Durango,25.5897299138,-103.4631872177,118.0,950000.0
house,Quintana Roo,21.161908,-86.8515279,204.0,2990000.0
house,Yucatán,21.03071,-89.618103,131.0,1350000.0
apartment,Distrito Federal,19.39912,-99.141464,74.0,3332000.0
house,Yucatán,21.0563227206,-89.66288656,220.0,2000000.0
house,Estado de México,19.5139313,-99.2281847,160.0,2021000.0
house,Querétaro,20.598278,-100.33121,140.0,1760000.0
house,Sinaloa,23.270559,-106.389061,158.0,1350000.0
house,Baja California Sur,23.634501,-102.552788,80.0,950000.0
house,Veracruz de Ignacio de la Llave,,,165.0,1840000.0
apartment,Guerrero,16.8595223103,-99.8628473282,142.0,2100000.0
house,Morelos,18.884224,-98.982506,150.0,880000.0
house,Morelos,18.862602,-99.213448,160.0,1960000.0
apartment,Distrito Federal,19.40012,-99.1532,84.0,1774000.0
house,Veracruz de Ignacio de la Llave,25.55617,-103.481529,307.0,2100000.0
house,Veracruz de Ignacio de la Llave,25.573046,-103.443045,200.0,680000.0
house,Morelos,18.858107,-99.200287,105.0,1379000.0
house,Estado de México,,,135.0,2300000.0
house,Chihuahua,28.6569304,-106.0919272,115.0,1300000.0
house,Veracruz de Ignacio de la Llave,28.684125,-100.541089,160.0,850000.0
house,Tamaulipas,22.254078,-97.824554,140.0,1150000.0
house,Chiapas,16.766455,-93.111488,240.0,1280000.0
house,Veracruz de Ignacio de la Llave,,,340.0,4250000.0
house,Jalisco,,,100.0,1470000.0
house,Querétaro,20.545198,-100.407191,140.0,1050000.0
house,San Luis Potosí,22.1877427607,-100.9580844641,200.0,1285000.0
house,Morelos,18.864874,-98.925911,86.0,880000.0
house,Baja California Sur,,,64.0,1520960.0
house,Yucatán,,,248.0,2300000.0
apartment,San Luis Potosí,22.133104,-100.982117,130.0,1380000.0
house,Tamaulipas,26.079573,-98.282845,268.0,2200000.0
apartment,Veracruz de Ignacio de la Llave,19.127317,-96.106186,160.0,2900000.0
apartment,Distrito Federal,19.340305,-99.214455,60.0,2300000.0
house,Estado de México,19.517476,-99.272892,170.0,1860000.0
house,Estado de México,19.552838,-99.251161,80.0,838000.0
apartment,Distrito Federal,,,80.0,1436666.0
house,Querétaro,,,134.0,1565000.0
house,Estado de México,,,300.0,1150000.0
apartment,Distrito Federal,19.3574317235,-99.2873257399,67.0,2650000.0
house,Estado de México,19.69323,-99.22522,70.0,1008860.0
house,Veracruz de Ignacio de la Llave,,,110.0,950000.0
house,Quintana Roo,,,200.0,960000.0
house,Chihuahua,,,199.0,1100000.0
house,Distrito Federal,19.325944,-99.098311,250.0,2050000.0
house,Jalisco,20.621093,-103.319042,380.0,3700000.0
house,Baja California,32.647057,-115.421524,176.0,1950000.0
house,San Luis Potosí,22.141575,-100.900192,245.0,1600000.0
house,Puebla,18.978682,-98.250015,128.0,1300000.0
house,Querétaro,20.619887,-100.392302,350.0,3700000.0
house,Morelos,18.892714,-99.1996,285.0,3750000.0
house,Tamaulipas,22.329824,-97.880325,200.0,3500000.0
apartment,Distrito Federal,19.322523,-99.141464,78.0,2850000.0
house,Chiapas,16.70635,-93.177151,115.0,1020000.0
house,Estado de México,19.297163,-99.635183,230.0,2000000.0
house,Veracruz de Ignacio de la Llave,20.950622658,-97.4216314405,64.0,850000.0
house,Yucatán,20.9725515,-89.6004394,229.0,980000.0
house,Distrito Federal,19.317675,-99.09318,229.0,3500000.0
house,Morelos,18.879347,-99.179871,95.0,1350000.0
house,Durango,25.625198,-103.499954,132.0,870000.0
apartment,Distrito Federal,19.401507,-99.14682,90.0,1730000.0
apartment,Distrito Federal,19.474285,-99.084981,74.0,684000.0
house,Morelos,18.928623,-99.247382,220.0,1700000.0
house,Querétaro,20.520556,-99.895833,350.0,3900000.0
apartment,Distrito Federal,,,60.0,1480000.0
house,Nuevo León,25.662563,-100.18013,350.0,3000000.0
house,Sinaloa,23.246303,-106.398103,200.0,1000000.0
house,Morelos,18.969294,-99.249802,198.0,2600000.0
apartment,Guerrero,16.7506391062,-99.762630685,70.0,830000.0
house,Querétaro,,,145.0,780000.0
house,Distrito Federal,19.335116,-99.223332,90.0,3260000.0
apartment,Distrito Federal,19.402944,-99.199727,70.0,1163600.0
house,Estado de México,19.682219,-99.118782,188.0,3100000.0
house,Nuevo León,25.7214602,-100.2735673,85.0,1200000.0
house,Querétaro,20.5980665,-100.4308988,115.0,1350000.0
house,Nuevo León,25.672399,-100.257777,123.0,1220000.0
house,Nuevo León,,,62.0,800000.0
apartment,Distrito Federal,19.399815,-99.150806,90.0,2280000.0
house,Yucatán,20.9550515,-89.6793392,120.0,780000.0
house,Chiapas,16.228815,-92.128043,147.0,1300000.0
apartment,Jalisco,20.69064,-103.393175,166.0,5217265.0
house,Querétaro,,,212.0,4000000.0
house,Estado de México,19.258327,-99.598374,215.0,4695000.0
house,Querétaro,20.726007,-100.442642,295.0,5200000.0
apartment,Distrito Federal,19.403334,-99.157755,125.0,4580150.0
apartment,Baja California,32.451368,-116.973935,70.0,685750.0
house,Aguascalientes,21.901482,-102.34405,350.0,3850000.0
house,Jalisco,20.302476,-103.23781,340.0,5949000.0
house,Puebla,19.076204,-98.266733,117.0,1350000.0
apartment,Distrito Federal,19.48778,-99.110583,65.0,1000000.0
house,Distrito Federal,19.3176966,-99.0612554,100.0,2075000.0
house,Chiapas,,,210.0,1500000.0
house,Quintana Roo,21.129547,-86.817017,180.0,1850000.0
house,Puebla,19.046724,-98.254127,136.0,2284800.0
apartment,Distrito Federal,19.352431,-99.288369,80.0,2900000.0
house,Morelos,18.858107,-99.200287,92.0,995580.0
house,Querétaro,20.6536084,-100.3469826,130.0,1690000.0
house,Nuevo León,25.7542524,-100.4034274,137.0,1350000.0
house,Estado de México,,,108.0,1240000.0
house,Yucatán,21.006756,-89.570984,155.0,1350000.0
house,Morelos,18.891621,-99.071698,68.0,790000.0
house,Distrito Federal,19.317653,-99.236291,350.0,3350000.0
house,Tamaulipas,22.246319,-97.86264,163.0,2150000.0
apartment,Distrito Federal,23.634501,-102.552788,100.0,1500000.0
apartment,Distrito Federal,19.3651763,-99.2300641,66.0,1250000.0
house,Querétaro,20.593055,-100.333424,175.0,1800000.0
house,Nuevo León,25.6910283,-100.3568071,340.0,5900000.0
house,Jalisco,20.594706,-103.396278,90.0,980000.0
house,Veracruz de Ignacio de la Llave,23.634501,-102.552788,148.0,1550000.0
house,Puebla,18.989918,-98.2295,220.0,1700000.0
house,Puebla,19.043993,-98.25757,188.0,1500000.0
house,Hidalgo,20.1213329,-98.7818531,66.0,650000.0
house,Estado de México,,,90.0,1354548.0
house,Nayarit,20.733392,-105.288009,172.0,2250000.0
apartment,Distrito Federal,19.400249,-99.177444,150.0,5200000.0
house,Puebla,,,226.0,3000000.0
house,Yucatán,21.023252,-89.614571,300.0,3100000.0
house,Hidalgo,20.124367,-98.735725,176.0,1567000.0
house,Veracruz de Ignacio de la Llave,25.510947,-103.357724,146.0,900000.0
apartment,Distrito Federal,19.480501,-99.178139,70.0,870000.0
house,Yucatán,21.030668,-89.599258,305.0,3600000.0
house,Querétaro,20.679045,-100.341225,157.0,1950000.0
house,Aguascalientes,21.9633957,-102.343524,146.0,790000.0
house,Baja California,32.469498,-116.96022,111.0,650000.0
house,Puebla,,,129.0,1189000.0
house,Tamaulipas,22.329824,-97.880325,138.0,1580000.0
apartment,Yucatán,21.039522,-89.563911,145.0,2399634.0
house,Chiapas,19.701769,-101.145103,120.0,650000.0
apartment,Guerrero,16.870413,-99.873192,150.0,3650000.0
house,Morelos,,,250.0,4800000.0
house,Estado de México,19.765149,-98.646915,380.0,1990000.0
apartment,Distrito Federal,19.372248,-99.133377,65.0,1074852.0
house,Distrito Federal,19.280767,-99.033615,349.0,1811525.0
house,Chiapas,,,170.0,990000.0
apartment,Distrito Federal,19.389791,-99.164696,154.0,5000000.0
house,Yucatán,21.039522,-89.563911,350.0,3050000.0
house,Estado de México,19.668947,-99.224525,90.0,760000.0
house,Puebla,19.009069,-98.196693,148.0,1700000.0
house,Baja California,32.494823,-117.016725,92.0,980000.0
apartment,Distrito Federal,19.314545,-99.140672,122.0,4650000.0
house,San Luis Potosí,22.1447396,-101.0273412,166.0,1900000.0
house,Jalisco,20.64338,-103.431613,120.0,1350000.0
house,Querétaro,,,155.0,2250000.0
house,Baja California,30.733356,-115.984407,200.0,1700000.0
house,Estado de México,19.553615,-99.248715,260.0,2800000.0
apartment,Distrito Federal,19.405298,-99.164986,80.0,4280000.0
house,Querétaro,20.5969621,-100.3337597,193.0,2250000.0
house,Puebla,,,212.0,2700000.0
house,Morelos,23.634501,-102.552788,115.0,1080000.0
house,Distrito Federal,19.34016,-99.194081,90.0,1519125.0
house,Yucatán,21.075163,-89.516731,185.0,1430000.0
house,Tamaulipas,22.257896,-97.86808,200.0,2700000.0
apartment,Guerrero,16.8531086,-99.8236533,138.0,1300000.0
house,Puebla,19.027384,-98.265213,160.0,2300000.0
house,Estado de México,19.309069,-99.602311,146.0,1900000.0
apartment,Puebla,,,180.0,3790000.0
house,Sinaloa,23.20485,-106.424401,200.0,2250000.0
house,Chihuahua,28.631943,-106.117668,170.0,1550000.0
house,Yucatán,21.0399331,-89.5965747,235.0,2436155.0
house,Morelos,,,185.0,1400000.0
house,Guerrero,16.8808724,-99.9359641,104.0,850000.0
house,Baja California Sur,24.125583,-110.330846,128.0,1790000.0
house,Chihuahua,,,130.0,1200000.0
house,Estado de México,19.269808,-99.593781,238.0,3750000.0
apartment,Distrito Federal,19.41498,-99.177444,164.0,5500000.0
house,Yucatán,20.996355,-89.583946,248.0,2400000.0
house,Morelos,18.954132,-99.266083,85.0,1050000.0
house,Estado de México,19.494789,-99.270887,151.0,2010000.0
house,Guerrero,17.6474239,-101.5455504,119.0,2376400.0
house,Estado de México,19.2666119,-99.6403991,191.0,2200000.0
house,Quintana Roo,21.161908,-86.8515279,210.0,1975000.0
apartment,Distrito Federal,19.377171,-99.188503,72.0,2028000.0
apartment,Distrito Federal,19.2790911,-99.2114234,76.0,771282.0
house,Jalisco,20.660534,-103.318809,345.0,1300000.0
house,Veracruz de Ignacio de la Llave,20.95618,-97.408578,112.0,2000000.0
house,San Luis Potosí,22.141575,-100.900192,229.0,2148600.0
apartment,Distrito Federal,19.443178,-99.20237,115.0,4535000.0
house,Yucatán,21.0525830247,-89.5386385918,168.0,1533516.0
house,Estado de México,19.621174,-99.148073,100.0,700000.0
house,Puebla,18.915431,-98.435252,200.0,1890000.0
house,Estado de México,,,215.0,1984620.0
house,Yucatán,,,130.0,2095000.0
house,Tabasco,17.962037,-92.973569,139.0,1250000.0
apartment,Distrito Federal,19.3010279716,-99.1442191601,108.0,1650000.0
apartment,Puebla,,,68.0,788536.0
apartment,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300.0,3700000.0
house,Estado de México,19.627731,-99.30194,146.0,870000.0
house,Baja California Sur,24.0390214553,-110.3097617626,250.0,2950000.0
house,Quintana Roo,21.112447,-86.85264,180.0,2500000.0
apartment,Distrito Federal,19.451872,-99.173522,70.0,1270000.0
house,Morelos,18.913485,-99.240456,80.0,1300000.0
house,Morelos,18.840925,-98.934196,110.0,1800000.0
apartment,Distrito Federal,19.3819271,-99.1891539,90.0,3390500.0
house,Veracruz de Ignacio de la Llave,25.558637,-103.449786,250.0,2200000.0
house,Jalisco,20.764135,-103.339958,140.0,1600000.0
apartment,Distrito Federal,19.385989,-99.186285,107.0,1507500.0
house,San Luis Potosí,,,360.0,5300000.0
house,Chihuahua,28.6329957,-106.0691004,290.0,3715000.0
house,Puebla,18.996482,-98.239653,100.0,750000.0
apartment,Distrito Federal,19.401507,-99.14682,65.0,1730000.0
house,Querétaro,20.726007,-100.442642,135.0,2200000.0
house,Morelos,18.795519,-99.231445,165.0,1780000.0
house,Morelos,18.885848,-98.973834,82.0,1438200.0
house,Estado de México,,,90.0,626000.0
house,Aguascalientes,,,235.0,2200000.0
apartment,Puebla,,,140.0,2550000.0
house,Querétaro,20.403807,-99.990905,110.0,1180000.0
house,San Luis Potosí,22.134478,-100.929138,97.0,775000.0
house,Querétaro,,,90.0,856800.0
house,Estado de México,19.5562275,-99.2674713,64.0,999999.0
apartment,Querétaro,20.726007,-100.442642,173.0,4400000.0
house,Nuevo León,25.757803,-100.404541,179.0,1890000.0
house,San Luis Potosí,22.1593377,-101.0443504,187.0,1900000.0
house,Querétaro,20.726007,-100.442642,180.0,2430000.0
house,Distrito Federal,19.475765,-99.145,270.0,2500000.0
house,Querétaro,20.6490506,-100.4393293,380.0,5700000.0
house,Puebla,19.060701,-98.329774,255.0,2650000.0
house,Veracruz de Ignacio de la Llave,25.365447,-100.9942,167.0,1444000.0
apartment,Guerrero,23.634501,-102.552788,180.0,2000000.0
house,Baja California,32.589504,-115.363762,86.0,790000.0
apartment,Distrito Federal,19.383952,-99.160229,110.0,3350220.0
house,Puebla,18.97302,-98.206238,210.0,2850000.0
apartment,Baja California Sur,24.1647821422,-110.3053683043,71.0,800000.0
apartment,Yucatán,21.072905,-89.65963,210.0,1976250.0
house,Morelos,,,81.0,1000000.0
house,Sinaloa,,,224.0,1850000.0
house,Sonora,,,150.0,1638000.0
apartment,San Luis Potosí,,,220.0,2250000.0
house,Nuevo León,25.758963,-100.316811,175.0,1250000.0
house,Puebla,19.0378006,-98.3007086,165.0,2120000.0
house,Morelos,,,185.0,1600000.0
house,Distrito Federal,19.3870644,-99.0362059,300.0,2550000.0
house,Estado de México,19.5329337,-99.164866,290.0,4650000.0
house,Veracruz de Ignacio de la Llave,,,225.0,2800000.0
house,Tlaxcala,19.29712,-98.255075,160.0,1300000.0
house,Morelos,,,150.0,1580000.0
house,Veracruz de Ignacio de la Llave,,,155.0,1700000.0
house,Morelos,23.634501,-102.552788,110.0,1300000.0
house,Querétaro,20.7070670337,-100.4718160629,309.0,3700000.0
house,Puebla,19.046589,-98.102929,92.0,630000.0
house,Nuevo León,25.7394971,-100.2754971,164.0,1250000.0
house,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220.0,2850000.0
house,Morelos,,,144.0,805000.0
house,San Luis Potosí,22.147087,-100.960213,105.0,1100000.0
apartment,San Luis Potosí,,,169.0,2890000.0
house,Guanajuato,21.1264477,-101.611078,250.0,2290000.0
house,Morelos,18.917542,-98.963181,140.0,1450000.0
house,Distrito Federal,19.472128,-99.146697,190.0,1943000.0
house,Estado de México,19.234984,-99.558175,115.0,2100000.0
house,Puebla,18.9187144,-98.4266391,90.0,890000.0
house,Yucatán,21.075163,-89.516731,185.0,1695000.0
